BindingDB MonomerID,IC50 (nM),Ligand SMILES
wild_50240497,351,CCOc1ccc(Nc2nc(N3CCOCC3)c3nc[nH]c3n2)cc1
wild_239272,12.75,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3C[C@H](C)O[C@H](C)C3)c2c1
wild_239273,26.56,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3C[C@H](F)[C@@H](F)C3)c2c1
wild_239280,32.69,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3CC4CCC(C3)O4)c2c1
wild_239277,37.13,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3CCN(C)C(=O)C3)c2c1
wild_239274,26.91,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3CCN(C)CC3)c2c1
wild_239279,16.7,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3CCN(CC)C(=O)C3)c2c1
wild_239278,12.57,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3CCN(CC)CC3)c2c1
wild_239281,18,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3CCN(CC3)C(C)=O)c2c1
wild_239275,16.68,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3CCN(CC3)C3CC3)c2c1
wild_239271,15.38,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3CCN(CC3)S(C)(=O)=O)c2c1
wild_239276,63.85,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3CCNC(=O)C3)c2c1
wild_239283,41.2,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3CCO[C@@H](C)C3)c2c1
wild_239282,10.5,CCOc1ccc2[nH]nc(-c3cc(ncn3)N3CCO[C@H](C)C3)c2c1
wild_50526883,160,CCOc1ccc2nc(NC(=O)c3ccc(cc3)N3CCOCC3)sc2c1
wild_50558878,13,CCOc1nc(Nc2ccc(cc2)C(=O)N2CCN(C)CC2)nc2[nH]ccc12
wild_50558879,7.9,CCOc1nc(Nc2ccc(cc2)C(=O)N2CCOCC2)nc2[nH]ccc12
wild_50558876,13,CCOc1nc(Nc2ccc(cc2Cl)C(=O)N2CCN(C)CC2)nc2[nH]ccc12
wild_50558877,13,CCOc1nc(Nc2ccc(cc2F)C(=O)N2CCN(C)CC2)nc2[nH]ccc12
wild_50558868,200,CCOc1nc(Nc2ccc(cc2N(C)C)C(=O)N2CCN(C)CC2)nc2[nH]ccc12
wild_50558871,10,CCOc1nc(Nc2ccc(cc2OC(C)C)C(=O)N2CCN(C)CC2)nc2[nH]ccc12
wild_50558870,13,CCOc1nc(Nc2ccc(cc2OC(C)C)C(=O)N2CCOCC2)nc2[nH]ccc12
wild_50558869,158,CCOc1nc(Nc2ccc(cc2OC(F)F)C(=O)N2CCN(C)CC2)nc2[nH]ccc12
wild_50558864,63,CCOc1nc(Nc2ccc(cc2OC)C(=O)N2C[C@H](C)O[C@H](C)C2)nc2[nH]ccc12
wild_50558862,63,CCOc1nc(Nc2ccc(cc2OC)C(=O)N2CC3(COC3)C2)nc2[nH]ccc12
wild_50558863,6.3,CCOc1nc(Nc2ccc(cc2OC)C(=O)N2CCC(F)CC2)nc2[nH]ccc12
wild_50558861,6.3,CCOc1nc(Nc2ccc(cc2OC)C(=O)N2CCC3(CN(C)C3)CC2)nc2[nH]ccc12
wild_50558875,16,CCOc1nc(Nc2ccc(cc2OC)C(=O)N2CCN(C)CC2)nc2[nH]ccc12
wild_50558859,7.9,CCOc1nc(Nc2ccc(cc2OC)C(=O)N2CCN3CCC[C@@H]3C2)nc2[nH]ccc12
wild_50558860,3.2,CCOc1nc(Nc2ccc(cc2OC)C(=O)N2CCN3CCC[C@H]3C2)nc2[nH]ccc12
wild_50558866,7.9,CCOc1nc(Nc2ccc(cc2OC)C(=O)N2CCOC[C@@H]2C)nc2[nH]ccc12
wild_50558865,16,CCOc1nc(Nc2ccc(cc2OC)C(=O)N2CCOC[C@H]2C)nc2[nH]ccc12
wild_50558874,13,CCOc1nc(Nc2ccc(cc2OC)C(=O)N2CCOCC2)nc2[nH]ccc12
wild_50558867,13,CCOc1nc(Nc2ccc(cc2OC)C(=O)NCC(C)(C)O)nc2[nH]ccc12
wild_50507984,440,CCOc1nccc2[nH]nc(C)c12
wild_667806,0.28,CCOc1ncccc1-n1nc2OCCCn3nc(Cl)c4cnc(Nc2c1C)nc34
wild_678067,107,CCOCCn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)c(n1)C(F)F
wild_239252,2.24,CCS(=O)(=O)N1CCN(CC1)c1cc(ncn1)-c1n[nH]c2cc(F)c(OC(C)C)cc12
wild_234869,334,CCS(=O)(=O)Nc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1
wild_514959,55,Cl.Cc1c(F)cccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)cn2c1
wild_620700,26.1,Clc1c(Nc2ncc3cc(Cl)c(cc3n2)N2C[C@@H]3C[C@H]2CN3C2COC2)cnn1C1CC1
wild_620695,3.31,Clc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(CC2)N2CCC2)cnn1C1CC1
wild_620711,22.3,Clc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCC(CC2)N2CCCC2)cnn1C1CC1
wild_50597000,0.174181,Clc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCC3(CCCO3)CC2)cnn1C12CC(C1)C2
wild_620758,3.23,Clc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCC3(CCOC3)CC2)cnn1C12CC(C1)C2
wild_620755,3.02,Clc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCC3(COCC3=O)CC2)cnn1C1CC1
wild_620744,1.21,Clc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCc3[nH]ncc3C2)cnn1C1CC1
wild_50584319,2.59,Clc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CC2)C2COC2)cnn1C1CC1
wild_620696,2.78,Clc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCN(CCC#N)CC2)cnn1C1CC1
wild_620693,1.49,Clc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCn3cnnc3C2)cnn1C1CC1
wild_620973,2.13,Clc1c(Nc2ncc3cc(Cl)c(cc3n2)N2CCNCC2)cnn1C12CC(C1)C2
wild_185461,77,Clc1cc(cc(c1)-c1c[nH]c2ncnc(N3CCOCC3)c12)C#N
wild_50603003,102,Clc1cc(ccc1Nc1ccc2[nH]nc(-c3ccncc3)c2c1)C#N
wild_239534,266.5,Clc1cc(ccn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCOCC3)c2c1
wild_568919,550,Clc1cc(ncc1C#N)C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1
wild_50594453,0.081283,Clc1cc2cnc(NC(=O)C3CC3c3cncnc3)cc2cc1N1CCC(CC1)C#N
wild_50557600,0.9,Clc1cc2cnn(-c3cnn(c3)C3CCC3)c2cc1C1CCN(CC1)C1COC1
wild_50469617,1983,Clc1ccc(cc1)-c1ccnc2[nH]cc(C#N)c12
wild_50269818,16,Clc1ccc(OCc2ccccc2)c(c1)C(=O)Nc1cccnc1
wild_50026594,205,Clc1ccc2NC(=O)\C(=C\c3ccc(OCCN4CCOCC4)cc3)c2c1
wild_50026593,10000,Clc1ccc2NC(=O)\C(=C\c3ccccc3)c2c1
wild_50456464,10,Clc1ccc2NC(=O)C(=NN(c3ccccc3)c3ccccc3)c2c1
wild_50456466,280,Clc1ccc2NC(=O)C(=NN3CCCCC3)c2c1
wild_50456460,1200,Clc1ccc2NC(=O)C(=NN3CCOCC3)c2c1
wild_50526890,370,Clc1ccc2nc(NC(=O)c3ccc(cc3)N3CCOCC3)sc2c1
wild_522414,6.06,Clc1ccc2ncc3nc([C@H]4CCOC4)n(C4CCOC(CC#N)C4)c3c2c1
wild_551313,1790,Clc1ccc2ncc3nc(C4CCC4)n(C4CCO[C@@H](CC#N)C4)c3c2c1
wild_551314,18,Clc1ccc2ncc3nc(C4CCC4)n(C4CCO[C@H](CC#N)C4)c3c2c1
wild_50583973,121,Clc1cccc(c1)-c1c[nH]c2nccc(N3CCOCC3)c12
wild_50583979,1140,Clc1cccc(c1)-c1c[nH]c2ncnc(N3CCCCC3)c12
wild_50059345,8,Clc1cccc(c1)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_50250344,784,Clc1cccc(c1)-c1ccnc2[nH]cc(C#N)c12
wild_50269826,25,Clc1cccc(NC(=O)c2cc(Br)ccc2OCc2ccccc2)c1
wild_50432045,31,Clc1cccc(Sc2ccc3nnc(-c4cncs4)n3n2)c1
wild_185445,21,Clc1ccccc1-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_50250339,7530,Clc1ccccc1-c1ccnc2[nH]cc(C#N)c12
wild_50269799,100,Clc1ccccc1COc1ccc(Br)cc1C(=O)Nc1cccnc1
wild_50469618,37765,Clc1ccnc2[nH]cc(C#N)c12
wild_559601,55,Clc1cn(C2CC2)c2nc(Nc3cnn(C4CCN(CC4)C4COC4)c3Cl)ncc12
wild_185496,28,Clc1cncc(c1)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_559587,55,Clc1nn(cc1Nc1ncc2c(Cl)cn(C3CC3)c2n1)C1CC1
wild_624795,4.8,Clc1nn2CCCOc3nn([C@@H]4CCOC5(CC5)C4)c(Br)c3Nc3ncc1c2n3
wild_624794,11,Clc1nn2CCCOc3nn([C@H]4CCOC5(CC5)C4)c(Br)c3Nc3ncc1c2n3
wild_624740,19,Clc1nn2CCCOc3nn(C4CCOCC4)c(C4CC4)c3Nc3ncc1c2n3
wild_50431899,2333,CN(C(C)=O)c1c(cnc2cc(ccc12)-c1ccc(cc1)S(C)(=O)=O)C#N
wild_239387,58,CN(C)[C@@H]1CCN(C1)c1cc(ncn1)-c1n[nH]c2cc(F)c(cc12)-c1cnn(C)c1
wild_620706,11.1,CN(C)[C@@H]1CCN(C1)c1cc2nc(Nc3cnn(C4CC4)c3Cl)ncc2cc1Cl
wild_620690,32.6,CN(C)[C@@H]1CCN(C1)c1cc2nc(Nc3cnn(CC(F)F)c3Cl)ncc2cc1Cl
wild_239384,67.1,CN(C)[C@@H]1CN(C[C@H]1O)c1cc(ncn1)-c1n[nH]c2cc(F)c(cc12)-c1cnn(C)c1
wild_239409,4.6,CN(C)[C@H]1CCN(C1)c1cc(ncn1)-c1n[nH]c2ccc(cc12)-c1cnn(C)c1
wild_239407,13.5,CN(C)[C@H]1CN(C[C@@H]1O)c1cc(ncn1)-c1n[nH]c2ccc(cc12)-c1cnn(C)c1
wild_282619,0.5,CN(C)C(=O)c1ccc(cc1)-c1ccc2cc(nnc2c1)C(N)=O
wild_50269813,200,CN(C)C(=O)c1ccc(OCc2ccccc2)c(c1)C(=O)Nc1cccnc1
wild_677988,56.2,CN(C)C(=O)c1nn(C)cc1NC(=O)c1csc(n1)-c1cn[nH]c1
wild_185386,54,CN(C)C(=O)CCNc1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_50612218,53,CN(C)C(=O)N1c2nnnn2CC(C(=O)Nc2ccc3[nH]ncc3c2)=C1C
wild_50582705,3764,CN(C)c1c(C#N)c2c(N)ncnc2n1C
wild_50431904,20,CN(C)c1c(cnc2cc(ccc12)-c1ccc(cc1)S(C)(=O)=O)C#N
wild_620748,8.79,CN(C)c1cc2nc(Nc3cnn(c3)C3CC3)ncc2cc1Cl
wild_620761,7.37,CN(C)c1cc2nc(Nc3cnn(C4CC4(F)F)c3Cl)ncc2cc1Cl
wild_282566,130,CN(C)c1ccc(cc1)-c1ccc2c(N)c(nnc2c1)C(N)=O
wild_50456469,3110,CN(C)c1ccc(cc1)N=C1C(=O)Nc2ccccc12
wild_282567,250,CN(C)c1cccc(c1)-c1ccc2c(N)c(nnc2c1)C(N)=O
wild_568883,550,CN(C)c1cccc(c1)-c1n[nH]c2ccc(NC(=O)c3ncc(cc3C)C#N)cc12
wild_50269798,15849,CN(C)c1cccc(NC(=O)c2cc(Br)ccc2OCc2ccccc2)c1
wild_185427,37,CN(C)c1ncnc2[nH]cc(-c3cc(ccc3F)[N+]#[C-])c12
wild_185429,53,CN(C)c1ncnc2[nH]cc(-c3cc(F)cc(c3)C#N)c12
wild_185425,6,CN(C)c1ncnc2[nH]cc(-c3cccc(C#N)c3F)c12
wild_50059301,5,CN(C)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_185574,34,CN(C)c1ncnc2[nH]cc(-c3cccc(CO)c3)c12
wild_185424,63,CN(C)c1ncnc2[nH]cc(-c3ccccc3)c12
wild_185473,55,CN(C)c1ncnc2[nH]cc(-c3cnn(C)c3)c12
wild_92422,3355,CN(C)c1ncnc2nc[nH]c12
wild_634368,55,CN(C)Cc1cc2COC(=O)NCCCOc3ccc4[nH]nc(-c(c1)c2)c4c3
wild_254925,549,CN(C)Cc1ccc(cc1C)-c1ccnc2[nH]cc(C#N)c12
wild_185490,45,CN(C)CC1CN(CCO1)c1ncnc2[nH]cc(-c3cccc(c3)C#N)c12
wild_678033,372,CN(C)CCCn1cc(NC(=O)c2csc(n2)-c2cn[nH]c2)cn1
wild_50026592,466,CN(C)CCOc1ccc(\C=C2\C(=O)Nc3ccc(Cl)cc23)cc1
wild_50269811,1259,CN(C)S(=O)(=O)c1ccc(OCc2ccccc2)c(c1)C(=O)Nc1cccnc1
wild_185474,37,CN(C1CC1)c1ncnc2[nH]cc(-c3cnn(C)c3)c12
wild_50603006,163,CN(c1ccc2[nH]nc(-c3ccncc3)c2c1)c1ccc(cc1C#N)C#N
wild_50236734,44,CN(c1cccc(c1)S(C)(=O)=O)c1ccc2[nH]nc(-c3ccncc3)c2c1
wild_50431901,450,CN(c1ccccc1)c1c(cnc2cc(ccc12)-c1ccc(cc1)S(C)(=O)=O)C#N
wild_50507976,1600,CN(C1CCCCC1)c1nccc2[nH]nc(C)c12
wild_620714,38.8,CN(C1COC1)c1ccc2cnc(Nc3cnn(C4CCOCC4)c3C)nc2c1
wild_50583988,1520,CN(CCO)c1ncnc2[nH]cc(-c3cccc(Cl)c3)c12
wild_2579,4.9,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13
wild_50059889,1,CN[C@@H]1CC2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13
wild_593056,125,CN[C@H]1CC[C@H](COc2ccnc(Nc3cc(F)c(cc3OC)C(=O)N3CCOCC3)n2)CC1
wild_593067,125,CN[C@H]1CC[C@H](COc2nc(Nc3ccc(cc3)N3CCOCC3)ncc2C2CC2)CC1
wild_50456455,5760,CN1C(=O)C(=NN(c2ccccc2)c2ccccc2)c2ccccc12
wild_50582703,159,Cn1c(c(C#N)c2c(N)ncnc12)-c1cccc(F)c1F
wild_50582702,483,Cn1c(c(C#N)c2c(N)ncnc12)-c1ccccc1
wild_568949,550,Cn1c(cnc1C(=O)Nc1ccc2[nH]nc(-c3ccoc3)c2c1)C#N
wild_50582704,8564,Cn1c(N)c(C#N)c2c(N)ncnc12
wild_50582706,1484,Cn1c(N2CCCC2)c(C#N)c2c(N)ncnc12
wild_50582701,3532,Cn1c(NCc2ccccc2)c(C#N)c2c(N)ncnc12
wild_50582700,1739,Cn1c(NCc2ccccc2F)c(C#N)c2c(N)ncnc12
wild_551324,235,CN1C[C@@H](n2c(Cc3cnc(C)cn3)nc3cnc4ccc(F)cc4c23)C(F)(F)C1
wild_551322,5.43,CN1C[C@@H](n2c(Cn3cc(C)nn3)nc3cnc4ccc(F)cc4c23)C(F)(F)C1
wild_551328,318,CN1C[C@@H](n2c(Cn3cncn3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_551320,6.49,CN1C[C@@H](n2c(Cn3cncn3)nc3cnc4ccc(F)cc4c23)C(F)(F)C1
wild_551307,17.6,CN1C[C@@H](n2c(Cn3ncc(C)n3)nc3cnc4ccc(cc4c23)C#N)C(F)(F)C1
wild_551323,4.12,CN1C[C@H](n2c(Cc3cnc(C)cn3)nc3cnc4ccc(F)cc4c23)C(F)(F)C1
wild_551321,263,CN1C[C@H](n2c(Cn3cc(C)nn3)nc3cnc4ccc(F)cc4c23)C(F)(F)C1
wild_551327,2.77,CN1C[C@H](n2c(Cn3cncn3)nc3cnc4ccc(Cl)cc4c23)C(F)(F)C1
wild_551319,731,CN1C[C@H](n2c(Cn3cncn3)nc3cnc4ccc(F)cc4c23)C(F)(F)C1
wild_551306,31.8,CN1C[C@H](n2c(Cn3ncc(C)n3)nc3cnc4ccc(cc4c23)C#N)C(F)(F)C1
wild_50453822,754,CN1c2ccc(C)cc2C(=O)N(C)c2cnc(Nc3ccc(NC(=O)c4ccc(NC(=O)C=C)cc4)cc3)nc12
wild_81552,30,CN1c2ccccc2C(=O)N(C)c2cnc(Nc3ccc(cc3)N3CCC(O)CC3)nc12
wild_50337135,7,CN1c2ccccc2C(=O)N(C)c2cnc(Nc3ccc(cc3)S(N)(=O)=O)nc12
wild_50539934,35,CN1c2ccccc2C(=O)N(C)c2cnc(Nc3ccc(cc3C)N3CCC(O)CC3)nc12
wild_50073813,72,CN1c2ccccc2C(=O)N(C)c2cnc(Nc3ccc(cc3Cl)C(=O)N3CCC(CC3)N3CCCCC3)nc12
wild_50193017,6.1,CN1c2ccccc2C(=O)N(C)c2cnc(Nc3cccc(c3)S(N)(=O)=O)nc12
wild_50612229,0.8,CN1c2nnnn2C(C)(C)C(C(=O)Nc2ccc3[nH]nc(C)c3c2)=C1C
wild_50612231,1.7,CN1c2nnnn2C(C)(C)C(C(=O)Nc2ccc3[nH]nc(-c4ccccc4)c3c2)=C1C
wild_50612230,0.3,CN1c2nnnn2C(C)(C)C(C(=O)Nc2ccc3[nH]nc(-c4ccnc(c4)N4CCOCC4)c3c2)=C1C
wild_50612228,12,CN1c2nnnn2C(C)(C)C(C(=O)Nc2ccc3[nH]ncc3c2)=C1C
wild_50612237,240,CN1c2nnnn2CC(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)=C1C
wild_50612210,2.4,CN1c2nnnn2CC(C(=O)Nc2ccc3[nH]nc(Br)c3c2)=C1C
wild_50612211,6,CN1c2nnnn2CC(C(=O)Nc2ccc3[nH]nc(C(N)=O)c3c2)=C1C
wild_50612204,10,CN1c2nnnn2CC(C(=O)Nc2ccc3[nH]nc(C)c3c2)=C1C
wild_50612207,0.4,CN1c2nnnn2CC(C(=O)Nc2ccc3[nH]nc(-c4cc(ncn4)N4CCOCC4)c3c2)=C1C
wild_50612208,0.7,CN1c2nnnn2CC(C(=O)Nc2ccc3[nH]nc(-c4ccc(cc4)S(N)(=O)=O)c3c2)=C1C
wild_50612206,8.3,CN1c2nnnn2CC(C(=O)Nc2ccc3[nH]nc(-c4ccnc(c4)N4CCOCC4)c3c2)=C1C
wild_50612205,0.44,CN1c2nnnn2CC(C(=O)Nc2ccc3[nH]nc(-c4ccncc4)c3c2)=C1C
wild_50612209,0.53,CN1c2nnnn2CC(C(=O)Nc2ccc3[nH]nc(-c4nc5ccccc5[nH]4)c3c2)=C1C
wild_50612212,3,CN1c2nnnn2CC(C(=O)Nc2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)=C1C
wild_50612203,32,CN1c2nnnn2CC(C(=O)Nc2ccc3[nH]ncc3c2)=C1C
wild_50612234,3120,CN1c2nnnn2CC(C(=O)Nc2ccc3cnc(C)n3c2)=C1C
wild_50612236,6370,CN1c2nnnn2CC(C(=O)Nc2ccc3NC(=O)Cc3c2)=C1C
wild_50612235,1350,CN1c2nnnn2CC(C(=O)Nc2ccn3cnc(C)c3c2)=C1C
wild_50612244,15,CN1c2nnnn2CC(C(=S)Nc2ccc3[nH]ncc3c2)=C1C
wild_185558,6.37,Cn1cc(cc1C#N)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_559576,550,Cn1cc(Cl)c2cnc(Nc3cn(nc3C(F)(F)F)C3CCOCC3)nc12
wild_559599,55,Cn1cc(Cl)c2cnc(Nc3cnn(C4CCN(CC4)C4COC4)c3Cl)nc12
wild_185433,36,Cn1cc(cn1)-c1c[nH]c2ncnc(N3CCC(F)CC3)c12
wild_185470,31,Cn1cc(cn1)-c1c[nH]c2ncnc(N3CCCC(F)C3)c12
wild_185467,44,Cn1cc(cn1)-c1c[nH]c2ncnc(N3CCCC(O)C3)c12
wild_185471,77,Cn1cc(cn1)-c1c[nH]c2ncnc(N3CCOC(CO)C3)c12
wild_50059307,12,Cn1cc(cn1)-c1c[nH]c2ncnc(N3CCOCC3)c12
wild_185466,71,Cn1cc(cn1)-c1c[nH]c2ncnc(N3CCSCC3)c12
wild_352922,309,Cn1cc(cn1)-c1cc(Cl)c2[nH]nc(-c3ccnc(c3)N3CCOCC3)c2c1
wild_50470156,13000,Cn1cc(cn1)-c1cc(cnc1N)-c1ccc2[nH]ccc2c1
wild_50470157,5800,Cn1cc(cn1)-c1cc(cnc1N)-c1ccc2n(C)ccc2c1
wild_352923,8.2,Cn1cc(cn1)-c1cc(F)c2[nH]nc(-c3ccnc(c3)N3CC(F)C3)c2c1
wild_239377,29.9,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1C[C@@H](F)[C@H](F)C1
wild_239367,36.8,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CC[C@@H](CO)C1
wild_239365,13.6,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CC[C@H](CF)C1
wild_239368,37,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CC[C@H](CO)C1
wild_239379,73.5,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCC(C1)n1cccn1
wild_239382,39.4,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCC(F)(CC1)C#N
wild_239386,15.3,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCC(F)(CO)CC1
wild_239369,70.9,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCC(F)(F)C1
wild_239389,11.1,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCc2nccnc2C1
wild_239373,453.3,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCc2oncc2C1
wild_239370,67.5,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCCC(C)(O)C1
wild_239366,23.4,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCCC(F)(F)C1
wild_239378,398.1,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCCC2(CCO2)C1
wild_239374,17.7,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCN(CC1)C1CC1
wild_239388,12.6,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCN(CCCO)CC1
wild_239381,64.2,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCN2C(COC2=O)C1
wild_239364,63.9,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCn2ncnc2C1
wild_239385,145.9,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCS(=O)(=O)CC1
wild_239371,130.7,Cn1cc(cn1)-c1cc2c(n[nH]c2cc1F)-c1cc(ncn1)N1CCS(=O)CC1
wild_50535082,251,Cn1cc(cn1)-c1cc2nccnc2c(NC[C@@H]2CNCCO2)n1
wild_50269823,10,Cn1cc(cn1)-c1ccc(OCc2ccc(F)cc2)c(c1)C(=O)Nc1cccnc1
wild_50269824,7.9,Cn1cc(cn1)-c1ccc(OCc2ccccc2)c(c1)C(=O)Nc1cccnc1
wild_239403,3.8,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3C[C@H](F)[C@@H](F)C3)c2c1
wild_239394,2.3,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CC[C@@H](CF)C3)c2c1
wild_239397,2.9,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CC[C@@H](CO)C3)c2c1
wild_239395,2.5,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CC[C@H](CO)C3)c2c1
wild_239185,5.18,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CC4CCC(C3)O4)c2c1
wild_239412,3.6,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCC(C3)n3cccn3)c2c1
wild_239417,3,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCC(F)(CC3)C#N)c2c1
wild_239414,2.9,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCC(F)(CO)CC3)c2c1
wild_239416,3.7,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCC(F)(F)C3)c2c1
wild_239411,4.6,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCC(F)(F)CC3)c2c1
wild_239418,2.7,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCc4nccnc4C3)c2c1
wild_239398,7.9,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCCC(C)(O)C3)c2c1
wild_239392,2.2,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCCC(F)(F)C3)c2c1
wild_239406,10.9,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCCC4(CCO4)C3)c2c1
wild_239179,2.62,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCN(CC3)C3CC3)c2c1
wild_239081,3.28,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCN(CC3)S(C)(=O)=O)c2c1
wild_239415,3,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCN(CCCO)CC3)c2c1
wild_239405,6.3,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCN4C(COC4=O)C3)c2c1
wild_239393,8.5,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCn4ncnc4C3)c2c1
wild_239189,2.84,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCNC(=O)C3)c2c1
wild_239410,8.9,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCOC(C)(C)C3)c2c1
wild_239180,2.01,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCOC4(CC4)C3)c2c1
wild_239080,2.31,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCOCC3)c2c1
wild_239408,22.4,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCS(=O)(=O)CC3)c2c1
wild_239401,26.8,Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCS(=O)CC3)c2c1
wild_50431906,10,Cn1cc(cn1)-c1ccc2c(N3CCC3)c(cnc2c1)C#N
wild_50590211,70,Cn1cc(cn1)-c1cccc(C(=O)Nc2cnn(c2)C2CCC2)c1F
wild_50590224,17,Cn1cc(cn1)-c1cccc(n1)C(=O)Nc1cc(cnc1C(F)(F)F)N1CC[C@H](C1)C(C)(C)O
